Zip Code,Grocery Store Count
63141,5
63108,4
63118,4
63017,4
63144,3
63116,3
63139,2
63376,2
63368,2
62208,2
62025,2
63131,2
63122,2
63104,2
62002,1
63124,1
63130,1
63301,1
63303,1
63117,1
63110,1
63113,1
63111,1
63109,1
63105,1
63101,1
63043,1
63026,1
62269,1
62254,1
62243,1
62221,1
62205,1
62088,1
63389,1
